Vuosi,Kk,Ha_Tunnus,Hallinnonala,Tv_Tunnus,Kirjanpitoyksikkö,PaaluokkaOsasto_TunnusP,PaaluokkaOsasto_sNimi,Luku_TunnusP,Luku_sNimi,Momentti_TunnusP,Momentti_sNimi,TakpT_TunnusP,TakpT_sNimi,TakpTr_sNimi,Tililuokka_Tunnus,Tililuokka_sNimi,Ylatiliryhma_Tunnus,Ylatiliryhma_sNimi,Tiliryhma_Tunnus,Tiliryhma_sNimi,Tililaji_Tunnus,Tililaji_sNimi,LkpT_Tunnus,LkpT_sNimi,Alkuperäinen_talousarvio,Lisätalousarvio,Voimassaoleva_talousarvio,Käytettävissä,Alkusaldo,Nettokertymä_ko_vuodelta,NettoKertymaAikVuosSiirrt,Nettokertymä,Loppusaldo
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40070300,Vesi,0.0,0.0,0.0,0.0,0.0,8.06,0.0,8.06,8.06
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,24020.01,0.0,24020.01,24020.01
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,307.1,0.0,307.1,307.1
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120001,Eläkemaksujen oikaisut,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.04,-0.04
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920000,Asiantuntija- ja tutkimuspalvelut,0.0,0.0,0.0,0.0,0.0,3987.0,0.0,3987.0,3987.0
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,1853.89,0.0,1853.89,1853.89
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,434,Puhtaanapito- ja pesulapalvelut,43400000,Siivouspalvelut,0.0,0.0,0.0,0.0,0.0,1119.75,0.0,1119.75,1119.75
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030300,Ulkopuolisten palkkiot,0.0,0.0,0.0,0.0,0.0,165.0,0.0,165.0,165.0
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43230000,ICT käyttöpalvelut,0.0,0.0,0.0,0.0,0.0,358.68,0.0,358.68,358.68
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43250000,"ICT-palvelujen ostot, sisäiset",0.0,0.0,0.0,0.0,0.0,17051.95,0.0,17051.95,17051.95
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030100,Virkasuhteisten palkkiot,0.0,0.0,0.0,0.0,0.0,2882.46,0.0,2882.46,2882.46
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43220100,Posti,0.0,0.0,0.0,0.0,0.0,386.55,0.0,386.55,386.55
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,134757.52,0.0,134757.52,134757.52
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.29.,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,28.01.29.,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,,9,TUOTOT VEROISTA JA PAKOLLISISTA MAKSUISTA,93,Suoritetut arvonlisäverot,93,Suoritetut arvonlisäverot,930,Suoritetut arvonlisäverokulut,93000001,Arvonlisäverokulut,0.0,0.0,0.0,0.0,0.0,5376.34,0.0,5376.34,5376.34
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700700,"Ostovelat (T), matkatili Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.59,-2372.59
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,262,Muut lyhytaikaiset velat,26200010,"Epäselvät erät (T), palkat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11576.02,-11576.02
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490000,Muut lyhytaikaiset saamiset (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32120.0,-32120.0
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25800100,Ennakonpidätykset (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,9551.61,9551.61
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490300,"Muut lyhytaikaiset saamiset (T), palkat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.18,-117.18
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,262,Muut lyhytaikaiset velat,26200100,"Epäselvät erät (T), Nordea selvittelytili",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6600.0,6600.0
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25940000,Jäsenmaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.16,41.16
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25810000,Sosiaaliturvamaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.87,120.87
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490100,"Muut lyhytaikaiset saamiset (T), Kieku-reskontra",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33158.49,-33158.49
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19930100,"Katteet (T), Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1630091329.73,-1630091329.73
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19930800,Katteet Danske Bank (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2245212.09,-2245212.09
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700600,"Ostovelat (T), maksuaikakortit Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.82,-59.82
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19910000,Lähetteiden tili (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,20877180.5,20877180.5
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",192,Maksuliikemenotilit,19200800,"Yleiset maksuliikemenotilit (T), Danske Bank",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.35,-6.35
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,261,Siirtovelat,26198000,"Siirtovelat, sisäiset (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,47.5
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25930100,"Työntekijän eläkemaksut (T), JuEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.29,252.29
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19940100,"Tyhjennykset (T), Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,167429928.58,167429928.58
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25708100,"Ostovelat, Kieku-reskontra, sisäiset (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2646.65,-2646.65
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,170,Myyntisaamiset,17000100,"Myyntisaamiset (T), Kieku-reskontra",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-754030.0,-754030.0
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,15,VAIHTO-OMAISUUS,152,Valmiit tuotteet/Tavarat,15210000,Valmiit tavarat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8495.0,8495.0
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25920000,Työnantajan eläkemaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.6,1400.6
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19940800,"Tyhjennykset (T), Danske Bank",0.0,0.0,0.0,0.0,0.0,0.0,0.0,19005807.63,19005807.63
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,4,TOIMINNAN KULUT,48,Poistot,48,Poistot,481,Poistot aineettomasta käyttöomaisuud,48190000,Poistot muista pitkävaikutteisista menoista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43733.22,43733.22
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25960000,Työttömyysvakuutusmaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35891.34,-35891.34
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700100,"Ostovelat (T), Kieku-reskontra",0.0,0.0,0.0,0.0,0.0,0.0,0.0,239936.71,239936.71
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,11-13,KÄYTTÖOMAISUUS JA MUUT PITKÄAIK. SIJOITUKSET,11,AINEETTOMAT HYÖDYKKEET,114,Muut pitkävaikutteiset menot,11400000,Itse valmistetut ja teetetyt tietojärjestelmät,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43733.22,-43733.22
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25820000,Tapaturmamaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3784.57,-3784.57
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",409,Varastojen lisäys (-) tai vähennys (+),40900000,"Aine-, tarvike- ja tavaravarastojen lisäys (-) tai vähennys (+)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8495.0,-8495.0
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,23.,Valtioneuvoston kanslia,23.01.,Hallinto,23.01.03.,Euroopan unionin kansallisten asiantuntijoiden palkkamenot,4.21.23.01.03.2.,Valtioneuvoston Euroopan unionia koskevien horisontaalisten tehtävien palkkausmenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000200,Virkasuhteisten työaika- ja suoriteperusteiset lisät ja korvaukset (pl. ylityökorvaukset),0.0,0.0,0.0,0.0,0.0,0.0,237.36,237.36,237.36
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,23.,Valtioneuvoston kanslia,23.01.,Hallinto,23.01.03.,Euroopan unionin kansallisten asiantuntijoiden palkkamenot,4.21.23.01.03.2.,Valtioneuvoston Euroopan unionia koskevien horisontaalisten tehtävien palkkausmenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,0.0,1082.35,1082.35,1082.35
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,23.,Valtioneuvoston kanslia,23.01.,Hallinto,23.01.03.,Euroopan unionin kansallisten asiantuntijoiden palkkamenot,4.21.23.01.03.2.,Valtioneuvoston Euroopan unionia koskevien horisontaalisten tehtävien palkkausmenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,0.0,9.87,9.87,9.87
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,23.,Valtioneuvoston kanslia,23.01.,Hallinto,23.01.03.,Euroopan unionin kansallisten asiantuntijoiden palkkamenot,4.21.23.01.03.2.,Valtioneuvoston Euroopan unionia koskevien horisontaalisten tehtävien palkkausmenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,0.0,84.27,84.27,84.27
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,23.,Valtioneuvoston kanslia,23.01.,Hallinto,23.01.03.,Euroopan unionin kansallisten asiantuntijoiden palkkamenot,4.21.23.01.03.2.,Valtioneuvoston Euroopan unionia koskevien horisontaalisten tehtävien palkkausmenot (EK) (enintään),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,0.0,6051.69,6051.69,6051.69
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,3,TOIMINNAN TUOTOT,39,Muut toiminnan tuotot,39,Muut toiminnan tuotot,396,Yhteistoiminnan kustannusten korvauk,39610000,Yhteistoiminnan kustannusten korvaukset EU:lta,0.0,0.0,0.0,0.0,0.0,0.0,-850.58,-850.58,-850.58
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000300,Virkasuhteisten ylityökorvaukset,0.0,0.0,0.0,0.0,0.0,0.0,59.01,59.01,59.01
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41020000,Sairausvakuutus- yms. lakien mukaiset palautukset,0.0,0.0,0.0,0.0,0.0,0.0,-2953.17,-2953.17,-2953.17
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,45,Muut kulut,45,Muut kulut,450,Matkakulut,45020001,Matkustuspalvelut,0.0,0.0,0.0,0.0,0.0,0.0,10028.93,10028.93,10028.93
2022,3,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,45,Muut kulut,45,Muut kulut,450,Matkakulut,45000100,Päivärahat kotimaa,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0
