Vuosi,Kk,Ha_Tunnus,Hallinnonala,Tv_Tunnus,Kirjanpitoyksikkö,PaaluokkaOsasto_TunnusP,PaaluokkaOsasto_sNimi,Luku_TunnusP,Luku_sNimi,Momentti_TunnusP,Momentti_sNimi,TakpT_TunnusP,TakpT_sNimi,TakpTr_sNimi,Tililuokka_Tunnus,Tililuokka_sNimi,Ylatiliryhma_Tunnus,Ylatiliryhma_sNimi,Tiliryhma_Tunnus,Tiliryhma_sNimi,Tililaji_Tunnus,Tililaji_sNimi,LkpT_Tunnus,LkpT_sNimi,Alkuperäinen_talousarvio,Lisätalousarvio,Voimassaoleva_talousarvio,Käytettävissä,Alkusaldo,Nettokertymä_ko_vuodelta,NettoKertymaAikVuosSiirrt,Nettokertymä,Loppusaldo
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030600,"Asevelvollisten, kadettien jne. ja siviilipalvelullisten päivärahat",0.0,0.0,0.0,0.0,0.0,233.1,0.0,233.1,233.1
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40060000,Poltto- ja voiteluaineet,0.0,0.0,0.0,0.0,0.0,5427.16,0.0,5427.16,5427.16
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920000,Asiantuntija- ja tutkimuspalvelut,0.0,0.0,0.0,0.0,0.0,79162.24,0.0,79162.24,79162.24
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,79029.08,0.0,79029.08,79029.08
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,434,Puhtaanapito- ja pesulapalvelut,43400000,Siivouspalvelut,0.0,0.0,0.0,0.0,0.0,46955.92,0.0,46955.92,46955.92
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41130000,Sairausvakuutus- yms. lakien mukaiset sosiaaliturvamaksujen palautukset,0.0,0.0,0.0,0.0,0.0,-784.41,0.0,-784.41,-784.41
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41010100,Työsuhdepalkat,0.0,0.0,0.0,0.0,0.0,5621517.97,0.0,5621517.97,5621517.97
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41010200,Työsuhteisten työaika- ja suoriteperusteiset lisät ja korvaukset (pl. ylityökorvaukset),0.0,0.0,0.0,0.0,0.0,39600.1,0.0,39600.1,39600.1
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43290000,Muut toimistopalvelut,0.0,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43910000,Vartiointi- ja turvallisuuspalvelut,0.0,0.0,0.0,0.0,0.0,23497.99,0.0,23497.99,23497.99
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43928001,"Tietotekniikan asiantuntija- ja ylläpitopalvelut, sisäiset",0.0,0.0,0.0,0.0,0.0,54387.0,0.0,54387.0,54387.0
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41028000,Valtiokonttorilta saadut tapaturmakorvaukset,0.0,0.0,0.0,0.0,0.0,-2594.6,0.0,-2594.6,-2594.6
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43230000,ICT käyttöpalvelut,0.0,0.0,0.0,0.0,0.0,8928914.51,0.0,8928914.51,8928914.51
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43250000,"ICT-palvelujen ostot, sisäiset",0.0,0.0,0.0,0.0,0.0,18034.0,0.0,18034.0,18034.0
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,434,Puhtaanapito- ja pesulapalvelut,43420000,Ympäristönhoito- ja ylläpitopalvelut,0.0,0.0,0.0,0.0,0.0,986.35,0.0,986.35,986.35
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,430,Korjaus- ja kunnossapitopalvelut,43030000,Kuljetusvälineiden korjaus- ja kunnossapitopalvelut,0.0,0.0,0.0,0.0,0.0,203.89,0.0,203.89,203.89
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,42,Vuokrat,42,Vuokrat,420,Vuokrat,42030000,Kuljetusvälineiden vuokrat,0.0,0.0,0.0,0.0,0.0,40776.08,0.0,40776.08,40776.08
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41010300,Työsuhteisten ylityökorvaukset,0.0,0.0,0.0,0.0,0.0,43201.81,0.0,43201.81,43201.81
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,430,Korjaus- ja kunnossapitopalvelut,43050000,Muiden koneiden ja laitteiden korjaus- ja kunnossapitopalvelut,0.0,0.0,0.0,0.0,0.0,105878.3,0.0,105878.3,105878.3
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,3,TOIMINNAN TUOTOT,31,Vuokrat ja käyttökorvaukset,31,Vuokrat ja käyttökorvaukset,310,Vuokrat valtion ulkopuolelta,31020000,Vuokrat muista rakennuksista,0.0,0.0,0.0,0.0,0.0,-6650.0,0.0,-6650.0,-6650.0
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43220100,Posti,0.0,0.0,0.0,0.0,0.0,8337.81,0.0,8337.81,8337.81
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43390000,Muut henkilöstöpalvelut,0.0,0.0,0.0,0.0,0.0,16313.11,0.0,16313.11,16313.11
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43300000,Koulutuspalvelut,0.0,0.0,0.0,0.0,0.0,59564.4,0.0,59564.4,59564.4
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,11201.0,0.0,11201.0,11201.0
2022,3,28,Valtiovarainministeriön hallinnonala,320,Valtion tieto- ja viestintätekniikkakeskus Valtori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,28.20.09.,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,,4,TOIMINNAN KULUT,42,Vuokrat,42,Vuokrat,420,Vuokrat,42090000,Muut vuokrat,0.0,0.0,0.0,0.0,0.0,80258.27,0.0,80258.27,80258.27
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,,,,,,,,,,2,VASTATTAVAA,20-21,OMA PÄÄOMA,20,VALTION PÄÄOMA,209,Tilikauden tuotto-/kulujäämä,20900000,Tilikauden tuotto-/kulujäämä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219557.76,219557.76
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700700,"Ostovelat (T), matkatili Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.67,291.67
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25800100,Ennakonpidätykset (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.76,-390.76
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490300,"Muut lyhytaikaiset saamiset (T), palkat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.12,-262.12
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25940000,Jäsenmaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.13,-9.13
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25810000,Sosiaaliturvamaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.89,-22.89
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19930100,"Katteet (T), Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111416.29,-111416.29
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19930800,Katteet Danske Bank (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126724.34,-126724.34
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700600,"Ostovelat (T), maksuaikakortit Nordea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.13,440.13
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",192,Maksuliikemenotilit,19200800,"Yleiset maksuliikemenotilit (T), Danske Bank",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.66
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25930100,"Työntekijän eläkemaksut (T), JuEL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.68,-114.68
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25708100,"Ostovelat, Kieku-reskontra, sisäiset (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9231.41,-9231.41
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25920000,Työnantajan eläkemaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-310.02,-310.02
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25960000,Työttömyysvakuutusmaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2075.22,-2075.22
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700100,"Ostovelat (T), Kieku-reskontra",0.0,0.0,0.0,0.0,0.0,0.0,0.0,30577.06,30577.06
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25820000,Tapaturmamaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-307.1,-307.1
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,45,Muut kulut,45,Muut kulut,450,Matkakulut,45020001,Matkustuspalvelut,0.0,0.0,0.0,0.0,0.0,14.51,0.0,14.51,14.51
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,42,Vuokrat,42,Vuokrat,420,Vuokrat,42020001,Muiden rakennusten vuokrat,0.0,0.0,0.0,0.0,0.0,13015.83,0.0,13015.83,13015.83
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43310001,Työterveyspalvelut,0.0,0.0,0.0,0.0,0.0,1368.76,0.0,1368.76,1368.76
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40020000,"Kirjat, lehdet ja muut painotuotteet",0.0,0.0,0.0,0.0,0.0,5639.28,0.0,5639.28,5639.28
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43220300,Tietoliikennepalvelut,0.0,0.0,0.0,0.0,0.0,8.97,0.0,8.97,8.97
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920001,Tietotekniikan asiantuntija- ja ylläpitopalvelut,0.0,0.0,0.0,0.0,0.0,630.0,0.0,630.0,630.0
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43900000,Ravitsemispalvelut,0.0,0.0,0.0,0.0,0.0,892.01,0.0,892.01,892.01
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43240000,Pankkipalvelut,0.0,0.0,0.0,0.0,0.0,199.45,0.0,199.45,199.45
2022,3,28,Valtiovarainministeriön hallinnonala,315,Rahoitusvakausvirasto,28.,Valtiovarainministeriön hallinnonala,28.92.,EU ja kansainväliset järjestöt,28.92.03.,Rahoitusvakausviraston toimintamenot,28.92.03.,Rahoitusvakausviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,432,Toimistopalvelut,43280000,"Talous- ja henkilöstöhallinnon palvelujen ostot, sisäiset",0.0,0.0,0.0,0.0,0.0,5514.68,0.0,5514.68,5514.68
